departamento,provincia,municipio,codigo_municipio,codigo,nombre,urbano-rural,camas,latitude,longitude,subsector,tipo,nivel,telefono
Cochabamba,Carrasco,Pocona,31203,300515,Montepunco,rural,0,-17.593738000000002,-65.291584,publico,puesto de salud,1,0
Cochabamba,Carrasco,Pocona,31203,300516,Quewina Kasa,rural,0,-17.772838,-65.469539,publico,puesto de salud,1,0
Cochabamba,Mizque,Mizque,31301,300517,Uchama Alta,rural,0,-17.955345,-65.448389,publico,centro salud,1,71497174
Cochabamba,Capinota,Sicaya,30703,300518,Corata,rural,0,-17.850345,-66.313389,publico,puesto de salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300519,C.S. Clínica Amazonas,urbano,0,-17.385341,-66.161907,organismos privados,centro salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300520,C.S. Consultoriosan Juan De Dios Cala Cala,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300521,C.S. Madre Teresa De Calcuta,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300522,Maica Central,urbano,0,-17.422285000000002,-66.20219399999999,publico,centro salud,1,4377444
Cochabamba,Cercado,Cochabamba,30101,300523,C.S. Padre Calixto,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300524,C.S. San Vicente Tupuraya,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300525,C.S. Santa Isabel,urbano,0,-17.396504,-66.15034200000001,organismos privados,centro salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300526,C.S. Seicos,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300527,Hosp.Clínica Del Transportista,urbano,0,-17.383751,-66.15920600000001,seguridad social (cajas),hospital segundo nivel,2,0
Cochabamba,Cercado,Cochabamba,30101,300528,Hosp.Señor De Mayo,urbano,0,-17.444243,-66.139329,organismos privados,hospital segundo nivel,2,0
Cochabamba,Tapacari,Tapacarí,31101,300529,Apharumiri,rural,0,-17.531345,-66.523389,publico,centro salud,1,0
Cochabamba,Tapacari,Tapacarí,31101,300530,Huayllamayu,rural,0,-17.666345,-66.580389,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Tiquipaya,30903,300531,Montecillo Alto,rural,0,-17.339345,-66.219389,publico,centro salud,1,0
Cochabamba,Quillacollo,Tiquipaya,30903,300532,Jampina Huasi,rural,0,-17.219345,-66.23138900000001,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Vinto,30904,300533,Hospital Esperanza,rural,0,0.0,0.0,,,,0
Cochabamba,Quillacollo,Vinto,30904,300534,Machajmarca,rural,0,-17.384345,-66.34790100000001,publico,centro salud,1,0
Cochabamba,Quillacollo,Vinto,30904,300535,Iscaipata,rural,2,-17.338345,-66.337652,publico,centro salud,1,0
Cochabamba,Quillacollo,Vinto,30904,300536,C.S. Keraya (Publico Alcaldia),rural,0,-17.299889,-66.458511,publico,centro salud,1,0
Cochabamba,Quillacollo,Colcapirhua,30905,300537,C.S. Pro Mujer(Ong),rural,0,0.0,0.0,,,,0
Cochabamba,Quillacollo,Tiquipaya,30903,300538,Villa Oruro,rural,2,-17.330345,-66.227389,publico,centro salud,1,4317418
Cochabamba,Quillacollo,Tiquipaya,30903,300539,4 Esquinas ( Publico Alcaldia),urbano,0,-17.359345,-66.232389,publico,centro salud,1,4315636
Cochabamba,Cercado,Cochabamba,30101,300540,C.S. Atencion Del Adulto Mayor,rural,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300541,Hosp. Valle Hermoso,rural,0,-17.447691,-66.125737,publico,hospital segundo nivel,2,0
Cochabamba,Cercado,Cochabamba,30101,300542,C.S. Nueva Gante,rural,0,-17.42621,-66.17694499999999,publico,centro salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300543,Hosp. Clin. San Juan De Dios,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Sacaba,31001,300544,Villa El Mar,rural,0,-17.352231,-66.11466,publico,puesto de salud,1,0
Cochabamba,Carrasco,Puerto Villarroel,31205,300545,"Ingavi ""B""",rural,0,-16.953345000000002,-64.974389,publico,puesto de salud,1,0
Cochabamba,Carrasco,Pocona,31203,300546,Puyuhuasi,rural,0,-17.575215,-65.385816,publico,puesto de salud,1,0
Cochabamba,Mizque,Alalay,31303,300547,Sivingani Chico,rural,0,-17.819345000000002,-65.591389,publico,puesto de salud,1,0
Cochabamba,Tiraque,Tiraque,31601,300548,Mhiska Mayo,rural,1,-17.540902,-65.470798,publico,puesto de salud,1,68546365
Cochabamba,Campero,Aiquile,30201,300549,Elvira,rural,0,-18.444345000000002,-65.142389,publico,puesto de salud,1,71079415
Cochabamba,Campero,Pasorapa,30202,300550,Pampas,rural,0,-18.411345,-64.512389,publico,puesto de salud,1,0
Cochabamba,Chapare,Sacaba,31001,300551,C.S. Pro-Mujer  Sacaba,rural,0,0.0,0.0,,,,0
Cochabamba,Quillacollo,Vinto,30904,300552,Chulla,rural,0,-17.387119000000002,-66.311427,publico,centro salud,1,0
Cochabamba,Ayopaya,Morochata,30302,300553,Parte Libre,rural,0,-17.251345,-66.63038900000001,publico,puesto de salud,1,0
Cochabamba,Ayopaya,Morochata,30302,300554,Icari,rural,0,-17.024345,-66.329389,publico,centro salud,1,0
Cochabamba,Ayopaya,Morochata,30302,300555,Humamarca,rural,0,-17.088345,-66.591389,publico,puesto de salud,1,0
Cochabamba,Ayopaya,Morochata,30302,300556,Calientes,rural,0,-17.012345,-66.554389,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Tiquipaya,30903,300557,Callajchulpa,rural,0,-17.350345,-66.242389,publico,centro salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300558,C.S. Consultorio Pediatrico,urbano,0,-17.39086,-66.14852900000001,organismos privados,centro salud,1,0
Cochabamba,Ayopaya,Morochata,30302,300559,Colorado,rural,0,-15.841147,-66.905534,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Quillacollo,30901,300560,P.S. Uchu  Uchu,rural,0,0.0,0.0,,,,0
Cochabamba,Quillacollo,Sipe Sipe,30902,300561,Uchu Uchu,rural,0,-17.376711,-66.469616,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Vinto,30904,300562,Combuyo,rural,0,-17.349970000000003,-66.361623,publico,centro salud,1,0
Cochabamba,Ayopaya,Independencia,30301,300563,Chamacoma,rural,1,-17.380615,-66.71203,publico,puesto de salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300564,C.S.  Nazareno,rural,0,0.0,0.0,,,,0
Cochabamba,Mizque,Vila Vila,31302,300565,Cuevas Pampa,rural,0,-17.903717,-65.652489,publico,puesto de salud,1,4508466
Cochabamba,Esteban Arce,Anzaldo,30402,300566,P.S. Ayoma,rural,0,0.0,0.0,,,,0
Cochabamba,Punata,Tacachi,31404,300567,Huaña Cota,rural,0,-17.631224,-65.79218,publico,puesto de salud,1,0
Cochabamba,Mizque,Alalay,31303,300568,Guaman Huachana,rural,0,-17.883329,-65.60198199999999,publico,puesto de salud,1,0
Cochabamba,German Jordan,Cliza,30801,300569,Ayoma,rural,0,-17.622799,-65.961258,publico,puesto de salud,1,4575449
Cochabamba,Chapare,Villa Tunari,31003,300570,San Salvador,rural,0,-16.684065,-65.489837,publico,puesto de salud,1,0
Cochabamba,Chapare,Villa Tunari,31003,300571,1 De Mayo,rural,0,-16.649359,-65.437665,publico,puesto de salud,1,0
Cochabamba,Chapare,Villa Tunari,31003,300572,Urkupina,rural,0,-16.480128,-65.786433,publico,puesto de salud,1,74319152
Cochabamba,Campero,Omereque,30203,300573,Pantoja,rural,0,-18.082825,-64.737884,publico,puesto de salud,1,0
Cochabamba,Campero,Pasorapa,30202,300574,Espinal,rural,0,-18.600976,-64.2875,publico,puesto de salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300575,Plataforma De Atencion Integral A Los Pacientes Con Enfermedad De Chag,urbano,0,0.0,0.0,,,,46623814
Cochabamba,Carrasco,Entre Ríos (Bulo Bulo),31206,300576,Chancadora,urbano,0,-17.172028,-64.65383299999999,publico,puesto de salud,1,0
Cochabamba,Carrasco,Puerto Villarroel,31205,300577,"Padilla ""A""",rural,0,-17.148409,-65.060936,publico,puesto de salud,1,67408529
Cochabamba,Carrasco,Puerto Villarroel,31205,300578,Sacta Norte,rural,0,-17.039633,-64.75081899999999,publico,puesto de salud,1,67408527
Cochabamba,Quillacollo,Quillacollo,30901,300579,Centro Materno Infantil Esperanza,rural,8,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300580,Maravillas,rural,0,-16.244897,-66.836034,publico,puesto de salud,1,0
Cochabamba,Quillacollo,Tiquipaya,30903,300581,P.S. Sta. Maria Soledad,rural,0,0.0,0.0,,,,0
Cochabamba,Arque,Arque,30601,300582,Queñuata,rural,0,0.0,0.0,,,,0
Cochabamba,Arque,Arque,30601,300583,Kutimarca,rural,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300584,Villa Venezuela,urbano,0,-17.442269,-66.14111199999999,publico,centro salud,1,4753643
Cochabamba,Cercado,Cochabamba,30101,300585,Hosp.  Clinica  Maria De Los  Angeles,urbano,26,0.0,0.0,,,,0
Cochabamba,Carrasco,Pojo,31202,300586,Vilaque,rural,1,0.0,0.0,,,,0
Cochabamba,Carrasco,Pojo,31202,300587,Thago Laguna,rural,0,0.0,0.0,,,,0
Cochabamba,Carrasco,Pocona,31203,300588,Jatum Pampa,rural,0,0.0,0.0,,,,72227356
Cochabamba,Chapare,Sacaba,31001,300589,Guadalupe,urbano,0,0.0,0.0,,,,4271771
Cochabamba,Carrasco,Chimoré,31204,300590,Nueva Canaan,rural,0,-16.968866000000002,-65.14473000000001,publico,puesto de salud,1,0
Cochabamba,Punata,Villa Rivero,31402,300591,11 De Marzo,rural,0,0.0,0.0,,,,0
Cochabamba,Carrasco,Chimoré,31204,300592,C.S. Minero San Juan,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300593,C.S. Vigilancia Y Referencia Cdvir,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300594,C.S. Cenarob,urbano,6,0.0,0.0,,,,0
Cochabamba,Carrasco,Totora,31201,300595,Pataicuna,rural,0,0.0,0.0,,,,0
Cochabamba,Tiraque,Shinahota,31602,300596,Puerto Aroma,rural,1,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300597,Clinica Aranjuez,urbano,29,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300598,Clinica Universitaria De Aquino Cudac S.R.L,urbano,19,0.0,0.0,,,,0
Cochabamba,Carrasco,Chimoré,31204,300599,Santa Anita,rural,0,0.0,0.0,,,,10449826
Cochabamba,Esteban Arce,Anzaldo,30402,300600,C.S. Fundación Pietro Gamba,rural,12,0.0,0.0,,,,0
Cochabamba,Campero,Omereque,30203,300601,Esmeralda,rural,0,-18.083212,-64.92160799999999,publico,puesto de salud,1,0
Cochabamba,Cercado,Cochabamba,30101,300602,C.S. Minero San Juan,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300603,Centro Medico Quirurgico Ferrel,urbano,5,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300604,C. S. Y Rehabilitacion Comunitario Rojas Mejia,urbano,6,0.0,0.0,,,,4449981
Cochabamba,Carrasco,Puerto Villarroel,31205,300605,C.S. Médico San Alberto,rural,5,0.0,0.0,,,,0
Cochabamba,Tiraque,Shinahota,31602,300606,Ibirizu,rural,2,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300607,Independencia,rural,0,-16.475501,-65.81166400000001,publico,puesto de salud,1,0
Cochabamba,Chapare,Villa Tunari,31003,300608,Litoral Santa Rosa,rural,2,0.0,0.0,,,,67570572
Cochabamba,Cercado,Cochabamba,30101,300609,C.S. Policlinico Del Sur,urbano,0,0.0,0.0,,,,0
Cochabamba,Tiraque,Tiraque,31601,300610,Rodeo Bajo,rural,1,0.0,0.0,,,,71459245
Cochabamba,Cercado,Cochabamba,30101,300611,C.S. Social Franciscano,urbano,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300612,Central Nueva Chapare,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300613,Itirapampa,rural,0,-17.055308,-65.51015699999999,publico,puesto de salud,1,0
Cochabamba,Chapare,Villa Tunari,31003,300614,P.S. Alto San José,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300615,Capihuara,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300616,Central Anzaldo,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300617,Locotal,rural,3,0.0,0.0,,,,0
Cochabamba,German Jordan,Tolata,30803,300618,Padre Suyo,rural,0,0.0,0.0,,,,0
Cochabamba,German Jordan,Toco,30802,300619,Puka Pamapa,rural,0,0.0,0.0,,,,0
Cochabamba,Esteban Arce,Tarata,30401,300620,Huayculli,rural,0,-17.640015,-65.983599,publico,centro salud,1,4578032
Cochabamba,Esteban Arce,Sacabamba,30404,300621,Challaque,rural,1,0.0,0.0,,,,74310475
Cochabamba,Esteban Arce,Arbieto,30403,300622,Aranjuez,rural,0,-17.595472,-65.982569,publico,puesto de salud,1,4785213
Cochabamba,Chapare,Sacaba,31001,300623,Larati,rural,0,0.0,0.0,,,,0
Cochabamba,Esteban Arce,Arbieto,30403,300624,Mamanaca,rural,0,-17.584942,-66.054447,publico,puesto de salud,1,0
Cochabamba,Esteban Arce,Arbieto,30403,300625,20 De Octubre,rural,0,0.0,0.0,,,,68490185
Cochabamba,Esteban Arce,Arbieto,30403,300626,Llave Mayu,rural,0,0.0,0.0,,,,737684
Cochabamba,Cercado,Cochabamba,30101,300627,C.S Policlinico Nº 32,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300628,Hospital Prosalud Melchor Perez,urbano,28,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300629,P.S. San Antonio Penitenciario,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300630,P.S. Mujeres San Sebastian Penitenciario,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300631,P.S Varones San Sebastian Penitenciario,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300632,C.S. Cenalfes,urbano,12,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300633,C.S. San Silvestre,urbano,5,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300634,C.S Quirurgico Maternologico Mexico,urbano,5,0.0,0.0,,,,0
Cochabamba,Tiraque,Tiraque,31601,300635,P.S. Boqueron K´Asa,rural,2,0.0,0.0,,,,0
Cochabamba,Arani,Arani,30501,300636,P.S. Serrano,rural,1,0.0,0.0,,,,0
Cochabamba,Carrasco,Chimoré,31204,300637,P.S Trinidadcito,rural,0,0.0,0.0,,,,0
Cochabamba,Carrasco,Puerto Villarroel,31205,300638,Centro Medico Sagrado Corazon,rural,3,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300639,Unidad De Hemodialisis,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300640,Hemo - D Servicios De Dialisis S.R.L.,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300641,Nefrodial Centro Del Riñon,rural,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300642,C.S Integral 1Ro De Mayo,urbano,9,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300643,C.S. San Luis,urbano,0,0.0,0.0,,,,0
Cochabamba,Quillacollo,Vinto,30904,300644,P.S. Chinchilla,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Sacaba,31001,300645,Centro Medico Virgen De Guadalupe,urbano,5,0.0,0.0,,,,0
Cochabamba,Campero,Aiquile,30201,300646,A I N Centro De Hemodialisis,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300647,A I N Centro De Hemodialisis,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300648,Centro Hemodialisis De Iran,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300649,Los Lauros S.R.L.,urbano,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300650,San Benito,rural,2,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300651,Santa Rosa De La Boca Del Chapare,rural,1,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300652,Centro De Salud San Jose De Angosta,rural,2,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300653,Tres De Mayo,rural,1,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300654,San Miguelito,rural,0,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300655,Santa Rosa Del Isiboro,rural,3,0.0,0.0,,,,0
Cochabamba,Chapare,Villa Tunari,31003,300656,Buen Pastor,rural,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300657,Banco De Sangre De Referencia  Cbba,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300658,Unidad De Atencion Al Enfermo Renal - Unaer,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300659,Unidad De Atencion B.I.E. Srl,urbano,0,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300660,Tocorani,rural,2,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300661,Sequerrancho,rural,2,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300662,Colquechaca,rural,2,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300663,Kumara,rural,2,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300664,Lagunillas,rural,2,0.0,0.0,,,,0
Cochabamba,Ayopaya,Cocapata,30303,300665,Tunari,rural,2,0.0,0.0,,,,0
Cochabamba,Quillacollo,Quillacollo,30901,300666,Misicuni,rural,2,0.0,0.0,,,,0
Cochabamba,Chapare,Sacaba,31001,300667,Pacata Distrito 3,urbano,1,0.0,0.0,,,,0
Cochabamba,Chapare,Sacaba,31001,300668,Centro De Hemodialisis Maria Esperanza,urbano,0,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300669,Clinica Los Angeles S.A.,urbano,46,0.0,0.0,,,,0
Cochabamba,Carrasco,Chimoré,31204,300670,"Centro De Salud Senda ""F""",rural,3,0.0,0.0,,,,67409776
Cochabamba,Carrasco,Chimoré,31204,300671,Centro De Salud Nueva Esperanza,rural,3,0.0,0.0,,,,67689453
Cochabamba,Arque,Arque,30601,300672,Centro De Salud Integral Tacopaya,rural,13,0.0,0.0,,,,68445632
Cochabamba,Chapare,Villa Tunari,31003,300673,C.S. Espiritu Santo,rural,2,0.0,0.0,,,,63942948
Cochabamba,Chapare,Villa Tunari,31003,300674,C.S. Tocopilla,rural,2,0.0,0.0,,,,72738664
Cochabamba,Tiraque,Shinahota,31602,300675,C.S. San Luis,rural,2,0.0,0.0,,,,75470479
Cochabamba,Tiraque,Shinahota,31602,300676,C.S. San Isidro,rural,2,0.0,0.0,,,,0
Cochabamba,Cercado,Cochabamba,30101,300677,Hospital Del Sud,urbano,40,0.0,0.0,,,,79731480
Cochabamba,Punata,Tacachi,31404,300678,Charagosi,rural,1,0.0,0.0,,,,75985774
Cochabamba,Cercado,Cochabamba,30101,300679,Hospital Univalle Norte,urbano,44,0.0,0.0,,,,4660923
Cochabamba,Cercado,Cochabamba,30101,300680,Consultorio Médico H & S,urbano,0,0.0,0.0,,,,4509764
Cochabamba,Cercado,Cochabamba,30101,300681,Centro Médico Omonte,urbano,6,0.0,0.0,,,,4047044
Cochabamba,Campero,Aiquile,30201,300682,Kewiñal,rural,1,0.0,0.0,,,,73772818
Cochabamba,Chapare,Sacaba,31001,300683,Quintanilla,urbano,3,0.0,0.0,,,,4715117
Cochabamba,Chapare,Sacaba,31001,300684,C.S. San Juan De Dios,urbano,3,0.0,0.0,,,,4702173
Cochabamba,Campero,Aiquile,30201,300685,C.S. Chaqui Mayo,rural,1,0.0,0.0,,,,68524759
Cochabamba,Punata,Punata,31401,300686,Clinica Camacho Srl.,rural,15,0.0,0.0,,,,4577105
Cochabamba,Punata,Punata,31401,300687,Centro Mèdico Quirùrgico Flores,urbano,8,0.0,0.0,,,,4577138
Cochabamba,Quillacollo,Quillacollo,30901,300688,Centro Médico Quirúrgico San Bernardo,urbano,5,0.0,0.0,,,,4261122
Cochabamba,Quillacollo,Quillacollo,30901,300689,Centro Médico Quirúrgico San Jose,urbano,7,0.0,0.0,,,,4260246
Cochabamba,Quillacollo,Quillacollo,30901,300690,Centro Médico San Cristobal,urbano,1,0.0,0.0,,,,4391167
Cochabamba,Quillacollo,Quillacollo,30901,300691,Clínica Álvarez,urbano,7,0.0,0.0,,,,4365568
Cochabamba,Quillacollo,Quillacollo,30901,300692,Clínica El Carmen,urbano,23,0.0,0.0,,,,4263576
Cochabamba,Quillacollo,Quillacollo,30901,300693,Clínica M. Bustamante,urbano,20,0.0,0.0,,,,4260400
Cochabamba,Carrasco,Puerto Villarroel,31205,300694,Ivirgarzama,urbano,0,0.0,0.0,,,,72756676
Cochabamba,Quillacollo,Colcapirhua,30905,300695,Esquilan Grande,urbano,0,0.0,0.0,,,,4265325
Cochabamba,Chapare,Villa Tunari,31003,300696,1Ro De Abril,rural,2,0.0,0.0,,,,71442255
Cochabamba,Chapare,Villa Tunari,31003,300697,Villa Tunari,urbano,0,0.0,0.0,,,,44136279
Cochabamba,Quillacollo,Vinto,30904,300698,Crin Vinto,rural,0,0.0,0.0,,,,4323132
Cochabamba,Quillacollo,Colcapirhua,30905,300699,Clinica Initepc,urbano,10,0.0,0.0,,,,4563882
Cochabamba,Carrasco,Entre Ríos (Bulo Bulo),31206,300700,Hopsital Entre Rios,urbano,45,0.0,0.0,,,,72207046
Cochabamba,Chapare,Sacaba,31001,300701,Baltazar,urbano,0,0.0,0.0,,,,4228510
Cochabamba,Tiraque,Shinahota,31602,300702,Cossmil - Chapare,rural,1,0.0,0.0,,,,72225594
Cochabamba,Campero,Aiquile,30201,300703,Aiquile,urbano,0,0.0,0.0,,,,4343197
Cochabamba,Mizque,Mizque,31301,300704,Mizque,urbano,0,0.0,0.0,,,,4342045
Cochabamba,Carrasco,Puerto Villarroel,31205,300705,"Centro Medico Integral ""Ledezma""",urbano,10,0.0,0.0,,,,50204362
Oruro,Cercado,Oruro,40101,400001,Alto Oruro,urbano,0,-17.976937,-67.12069699999999,publico,centro salud,1,5280089
Oruro,Cercado,Oruro,40101,400002,C.S. Ghislain Dube,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Soracachi (Paria),40104,400003,Huayna Pasto Grande,rural,2,-18.055345000000003,-66.959389,publico,centro salud,1,68381630
Oruro,Cercado,Oruro,40101,400004,C.S. Cruz Roja,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Soracachi (Paria),40104,400005,Lequepalca,rural,0,-17.638345,-66.957389,publico,centro salud,1,0
Oruro,Cercado,Oruro,40101,400006,Clinica Salvador,urbano,8,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400007,Asistencia Publica,urbano,0,-17.965017,-67.112865,publico,centro salud,1,5251523
Oruro,Cercado,Oruro,40101,400008,Chiripujio,urbano,0,-17.977345,-67.136169,publico,centro salud,1,5263063
Oruro,Cercado,Oruro,40101,400009,Hosp. Walter Khon,urbano,92,-17.987026,-67.113175,publico,hospital segundo nivel,2,5259057
Oruro,Cercado,Oruro,40101,400010,Rafael Pabon,urbano,9,-17.981558,-67.104887,publico,centro salud,1,5280076
Oruro,Cercado,Oruro,40101,400011,Santa Lucia (Oru),urbano,7,-17.971931,-67.102887,publico,centro salud,1,5259059
Oruro,Cercado,Oruro,40101,400012,Nsta.Sra. De Candelaria,urbano,0,-17.948276999999997,-67.106095,publico,centro salud,1,5248047
Oruro,Cercado,Oruro,40101,400013,Yugoeslavo,urbano,0,-17.934151999999997,-67.11653299999999,publico,centro salud,1,5243617
Oruro,Cercado,Oruro,40101,400014,Hosp. Barrios Mineros,urbano,42,-17.953801000000002,-67.11743100000001,publico,hospital segundo nivel,2,25248048
Oruro,Cercado,Oruro,40101,400015,Vinto,urbano,0,-17.978671,-67.04939399999999,publico,centro salud,1,5278555
Oruro,Cercado,Oruro,40101,400016,Hosp. Obrero N° 4,urbano,151,-17.95715,-67.112524,seguridad social (cajas),hospital general,3,0
Oruro,Cercado,Oruro,40101,400017,Hops. Gineco Obstetrico,urbano,40,-17.960072,-67.110077,seguridad social (cajas),hospital general,3,0
Oruro,Cercado,Oruro,40101,400018,C.S. Caja Caminos Senac,urbano,0,-17.966058,-67.105944,seguridad social (cajas),centro salud,1,0
Oruro,Cercado,Oruro,40101,400019,P.S. Disp.  San Pablo,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400020,C.S. Villa Challacollo,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400021,Cdvir Oruro,urbano,0,-17.974815,-67.11346800000001,publico,centro salud,1,5257811
Oruro,Cercado,Oruro,40101,400022,C.S. Policonsultorio N° 33,urbano,0,-17.957032,-67.107127,seguridad social (cajas),centro salud,1,52177
Oruro,Cercado,Oruro,40101,400023,P.S. Disp.  Guadalupe,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400024,C.S.Disp.  San Luis,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400025,C.S. Caja Petrolera - Oruro,urbano,20,-17.965562,-67.111652,seguridad social (cajas),centro salud,1,0
Oruro,Cercado,Oruro,40101,400026,C.S. Disp.  Jesus De Nazareth,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400027,C.S. Cossmil,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400028,C.S. C.I.E.S. Oruro,urbano,0,-17.964712,-67.10805400000001,organismos no gubernamentales,centro salud,1,0
Oruro,Cercado,Oruro,40101,400029,C.S. Disp. Santa Joaquina,urbano,10,-17.948345,-67.101386,iglesia,centro salud,1,0
Oruro,Cercado,Oruro,40101,400030,C.S. Disp.  Pio X,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400031,C.S. Disp.  Socavon,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400032,C.S. Disp. San Martin,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Soracachi (Paria),40104,400033,C.S. Banderani,urbano,0,-17.844345,-66.751389,organismos no gubernamentales,puesto de salud,1,0
Oruro,Cercado,Oruro,40101,400034,P.S. Espiritu Santo - Oruro,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Oruro,40101,400035,Hosp. General S.J.D.D.,urbano,160,-17.975233,-67.113811,publico,hospital general,3,51408
Oruro,Cercado,Oruro,40101,400036,C.S. C.N.S. Vinto E.N.A.F.,urbano,0,-17.975876,-67.075176,seguridad social (cajas),centro salud,1,0
Oruro,Cercado,Oruro,40101,400037,C.S. Proy.S.Pagador,urbano,0,0.0,0.0,,,,0
Oruro,Cercado,Soracachi (Paria),40104,400038,Paria,rural,0,-17.821345,-67.022389,publico,centro salud,1,0
Oruro,Cercado,Oruro,40101,400039,Policlinico Oruro,urbano,38,-17.962498,-67.110902,organismos privados,centro salud,1,0
