type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Direccion,properties/Zona,properties/Tipo,properties/ActividadEconomica,properties/MacroDistrito,properties/DistritoVarchar,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,farmacias_smde.178,Point,-68.12143743,-16.48876813,geom,Farmacia M & B,Av. Busch # 885 Edf. Murano,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:12:23.097Z,,
Feature,farmacias_smde.179,Point,-68.13939467,-16.51519705,geom,Farmacia la Merced,Av. Jaimes Freyre # 2109,TEMBLADERANI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 4,0,,gustavo.nao,2016-06-13T22:12:41.953Z,,
Feature,farmacias_smde.180,,,,geom,Farmacia Gloria,Av. Busch # 1924,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.181,Point,-68.14130794,-16.49565005,geom,Corporación Boliviana de Farmacias S.A.,C. Graneros # 390 Esq. C. Isaac Tamayo,14 DE SEPTIEMBRE (CENTRO),Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:13:42.520Z,,
Feature,farmacias_smde.182,Point,-68.06841492,-16.54044426,geom,Mifarma S.A.,Av. Muñoz Reyes Esq. C. 27,COTA COTA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:15:08.617Z,,
Feature,farmacias_smde.183,,,,geom,"Venta de productos Farmacéuticos, Medicinales y artículos de Tocador",Av. Las Américas # 343 Local 4,VILLA FATIMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,,,,,,
Feature,farmacias_smde.184,Point,-68.11128525,-16.50017595,geom,Farmacia Yahuita,Av. 31 de Octubre # 2040,VILLA SAN ANTONIO BAJO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SAN ANTONIO,DISTRITO 15,0,,gustavo.nao,2016-06-13T22:15:45.033Z,,
Feature,farmacias_smde.185,,,,geom,Farmacia Florida,Av. Saavedra # 1659,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.186,Point,-68.14483306,-16.50266228,geom,Farmacia Buena Esperanza,Av. Buenos Aires # 1132,V NUEVO  POTOSI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 5,0,,gustavo.nao,2016-06-13T22:16:07.983Z,,
Feature,farmacias_smde.187,Point,-68.11346884,-16.49940977,geom,Farmacia San Pedro,Av. 31 de Octubre # 1828,VILLA SAN ANTONIO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 15,0,,gustavo.nao,2016-06-13T22:16:26.090Z,,
Feature,farmacias_smde.188,,,,geom,Farmacia Uyuni,Av. 6 de Agosto Edf. Alianza # L.06,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.189,Point,-68.12169509,-16.47044252,geom,Farmacia Vicenti,C. Chirca # 24,VILLA FATIMA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T22:16:51.373Z,,
Feature,farmacias_smde.190,,,,geom,Venta de productos Farmacéuticos,Av. 20 de Octubre # 1782,SAN PEDRO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:17:14.847Z,,
Feature,farmacias_smde.191,,,,geom,Farmacia Carmelita S.R.L,C. Ayacucho # 211,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.192,Point,-68.14056338,-16.49293857,geom,Farmacia Primavera,C. Pando # 287,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:17:42.957Z,,
Feature,farmacias_smde.193,Point,-68.11689334,-16.49147929,geom,Farmacia Flores,C. Núñez del Prado # 88,VILLA COPACABANA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 14,0,,gustavo.nao,2016-06-13T22:18:23.527Z,,
Feature,farmacias_smde.194,Point,-68.10474687,-16.4993381,geom,Farmacia Crucen Dominum,C. 23 De Marzo # 110,PAMPAHASI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 16,0,,gustavo.nao,2016-06-13T22:18:41.403Z,,
Feature,farmacias_smde.195,,,,geom,Farmacia Irazi,Av. Mario Quintanilla # 20 -B,LA PORTADA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 9,,,,,,
Feature,farmacias_smde.196,,,,geom,Farmacia Entre Ríos,C. Reyes Cardona # 990,EL TEJAR,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,,,,,,
Feature,farmacias_smde.197,Point,-68.14484955,-16.50224765,geom,Farmacia Emanuel,Av. Buenos Aires # 1111,GRAN PODER,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 7,0,,gustavo.nao,2016-06-13T22:19:00.420Z,,
Feature,farmacias_smde.198,,,,geom,Venta de productos Farmacéuticos,C. Juan Granier # 1130,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.199,Point,-68.11988914,-16.49751524,geom,Farmacia Candelaria,C. Pasos Kanki # 1531,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:19:54.660Z,,
Feature,farmacias_smde.200,Point,-68.12242976,-16.48269506,geom,Farmacia Arco Iris,Av. Tejada Sorzano # 420,MIRAFLORES ALTO (PERIFERICA),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 12,0,,gustavo.nao,2016-06-13T22:20:16.503Z,,
Feature,farmacias_smde.201,,,,geom,Farmacia Pharma Center,Av. San José # 2057,MUNAYPATA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 9,,,,,,
Feature,farmacias_smde.202,Point,-68.13910923,-16.51137747,geom,Farmacia Mar - Mau,Av. Landaeta # 984,SAN PEDRO ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:20:30.970Z,,
Feature,farmacias_smde.203,Point,-68.12594145,-16.49254615,geom,Sant Drug S.R.L.,C. Vicente Álvarez Plata # 1191,MIRAFLORES ALTO (PERIFERICA),Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,PERIFERICA,DISTRITO 12,0,,gustavo.nao,2016-06-13T22:20:59.583Z,,
Feature,farmacias_smde.204,Point,-68.14562414,-16.49603672,geom,Farmacia 14 De Septiembre,C. Maximiliano Paredes # 412,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,0,,gustavo.nao,2016-06-13T22:26:21.093Z,,
Feature,farmacias_smde.205,Point,-68.12127743,-16.49920312,geom,Farmacia Mis Ángeles,Av. Busch # 1696,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:26:41.560Z,,
Feature,farmacias_smde.206,,,,geom,Santiago Salud,Av. Buenos Aires # 2011,COTAHUMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 4,,,,,,
Feature,farmacias_smde.207,Point,-68.14145349,-16.49363476,geom,Farmacia Ariana,C. Manco Kapac # 307,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:27:06.093Z,,
Feature,farmacias_smde.208,Point,-68.1349987,-16.4923351,geom,Farmacia Internacional,C. Sucre # 765-B,NORTE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,0,,gustavo.nao,2016-06-13T22:27:21.357Z,,
Feature,farmacias_smde.209,Point,-68.15724788,-16.49325229,geom,Díaz Miranda Gonzalo,Av. Kollasuyo # 1991,MARISCAL SANTA CRUZ,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,0,,gustavo.nao,2016-06-13T22:27:36.520Z,,
Feature,farmacias_smde.210,Point,-68.14926874,-16.45105845,geom,Farmacia Complutense,Av. Primavera # 137,CIUDADELA FERROVIARIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 10,0,,gustavo.nao,2016-06-13T22:27:56.257Z,,
Feature,farmacias_smde.211,Point,-68.10905808,-16.49749025,geom,Farmacia Victoria Andrea,Av. Octavio Campero # 1746,VILLA SAN ANTONIO ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SAN ANTONIO,DISTRITO 15,0,,gustavo.nao,2016-06-13T22:28:24.240Z,,
Feature,farmacias_smde.212,Point,-68.13989698,-16.49957137,geom,Farmacia Rocio Madelen,C. Maximiliano Paredes # 915,SAN PEDRO BELEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:28:49.403Z,,
Feature,farmacias_smde.213,Point,-68.11732566,-16.47127347,geom,Farmacia Arznei,C. Aspiazu # 1342,VILLA FATIMA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T22:29:09.410Z,,
Feature,farmacias_smde.214,Point,-68.11717508,-16.49433891,geom,Farmacia Americana,Av. Tito Yupanqui # 1336,VILLA COPACABANA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SAN ANTONIO,DISTRITO 14,0,,gustavo.nao,2016-06-13T22:29:46.027Z,,
Feature,farmacias_smde.215,Point,-68.08118178,-16.53862862,geom,Corporación Boliviana De Farmacias S.A.,Av. José Ballivián # 7898,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:30:11.227Z,,
Feature,farmacias_smde.216,,,,geom,Farmacia Luz de Vida,C. Cinco # 191-A,VILLA ARMONIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 17,,,,,,
Feature,farmacias_smde.217,Point,-68.15652468,-16.49664953,geom,Farmacia Medi - Salud,Av. Héroes Del Pacífico # 1769,EL TEJAR,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 8,0,,gustavo.nao,2016-06-13T22:32:04.900Z,,
Feature,farmacias_smde.218,Point,-68.12107696,-16.49632252,geom,Farmacia Pribian,Av. Busch # 1373,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:32:42.913Z,,
Feature,farmacias_smde.219,,,,geom,Farmacia Complutense,Av. Costanera # 536,4to CENTENARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 17,,,,,,
Feature,farmacias_smde.220,,,,geom,Farmacia Santa María de los Ángeles,Av. Costanera # 42,VILLA EL CARMEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,,,,,,
Feature,farmacias_smde.221,Point,-68.13971827,-16.48157357,geom,Farmacia Kioto,C. 7 Enanos # 894,VINO TINTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,0,,gustavo.nao,2016-06-13T22:33:02.557Z,,
Feature,farmacias_smde.222,,,,geom,Farmacia Hipermaxi,Av. José Aguirre Acha # 85,LOS PINOS,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.223,,,,geom,Distribuidora Illampu,Pza. Villarroel # 53 Of-B,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.224,,,,geom,Farmacia S.C. Latino Americana,C. Republica Dominicana # 2012,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.225,Point,-68.11881434,-16.4764498,geom,Farmacia Orly,C. San Borja # 488,VILLA FATIMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T22:33:24.403Z,,
Feature,farmacias_smde.226,Point,-68.10937853,-16.49716168,geom,Farmacia Incahuasi,Av. Octavio Campero # 1726,VILLA SAN ANTONIO ALTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 15,0,,gustavo.nao,2016-06-13T22:33:43.993Z,,
Feature,farmacias_smde.227,,,,geom,Farmacenter,C. Colón # 921,VILLA PABON (PERIFERICA),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,,,,,,
Feature,farmacias_smde.228,,,,geom,Farmacia Andina,C. Isaac Tamayo # 812,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.229,,,,geom,Farmacia Pio XII,Av. Baptista # 1018,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.230,Point,-68.16065801,-16.48895721,geom,Farmacia Santa Bárbara,Av. Florida # 35,MUNAYPATA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 9,0,,gustavo.nao,2016-06-13T22:34:02.920Z,,
Feature,farmacias_smde.231,Point,-68.14794171,-16.49578287,geom,Farmacia Baptista,C. Antonio Quijarro # 994,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,0,,gustavo.nao,2016-06-13T22:34:26.453Z,,
Feature,farmacias_smde.232,Point,-68.10603961,-16.52351874,geom,"Farmacia Si Yo, Tú",Av. Del Maestro # 1472,ALTO OBRAJES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 21,0,,gustavo.nao,2016-06-13T22:34:47.097Z,,
Feature,farmacias_smde.233,,,,geom,Farmacia Ninoska,Av. Escobar Uría # 176,KUPINI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 17,,,,,,
Feature,farmacias_smde.234,,,,geom,Farmacia Santa Catalina,C. Boquerón # 1358-D,SAN PEDRO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.235,,,,geom,Corporación Boliviana de Farmacias S. A.,C. Bolívar # 876,NORTE,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 11,,,,,,
Feature,farmacias_smde.236,Point,-68.13413665,-16.50805703,geom,Farmacia Illimani,Av. Landaeta # 573,SOPOCACHI ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,0,,gustavo.nao,2016-06-13T22:35:17.017Z,,
Feature,farmacias_smde.237,,,,geom,Farmacia San Andrés,Av. Mcal. Santa Cruz # 2150,ROSARIO(COTAHUMA),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.238,,,,geom,Farmacia Bolivia,C. Héroes del Acre # 518,SAN PEDRO,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.239,,,,geom,Farmacia Mariel,Av. Baltazar de Salas # 1132,VINO TINTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 11,,,,,,
Feature,farmacias_smde.240,,,,geom,Farmacia Bolivia,Av. Manco Kapac,PURA PURA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 10,,,,,,
Feature,farmacias_smde.241,Point,-68.10340469,-16.52810308,geom,Farmacia Hipermaxi,Av. 14 de Septiembre # 6020,OBRAJES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 21,0,,gustavo.nao,2016-06-13T22:35:38.103Z,,
Feature,farmacias_smde.242,Point,-68.11725988,-16.4737751,geom,Farmacia San Rafael,Av. Las Américas # 716,VILLA FATIMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,0,,gustavo.nao,2016-06-13T22:35:58.337Z,,
Feature,farmacias_smde.243,Point,-68.14277069,-16.49320942,geom,Farmacia Galicia,Av. Manco Kapac # 450,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:36:22.237Z,,
Feature,farmacias_smde.244,,,,geom,Farmacia Unión,C. Ocho # 35,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.245,,,,geom,All Pharmacy III,Av. Saavedra # 1716,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.246,,,,geom,Punto Bienestar,Av. Arce # 2656,SOPOCACHI (CENTRO),Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.247,,,,geom,Farmacias Alianza,Av. Mcal. Santa Cruz # 870,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.248,Point,-68.10901758,-16.52554424,geom,Pharmasur,Av. Hernando Siles # 5259,OBRAJES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 21,0,,gustavo.nao,2016-06-13T22:36:52.650Z,,
Feature,farmacias_smde.249,,,,geom,Mifarma S.A.,C. 16 # 450,OBRAJES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 21,,,,,,
Feature,farmacias_smde.250,Point,-68.14096535,-16.51089287,geom,Big - Pharmacy,C. José Saravia # 1735,SAN PEDRO ALTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,0,,gustavo.nao,2016-06-13T22:37:14.970Z,,
Feature,farmacias_smde.251,Point,-68.11929241,-16.50070175,geom,Farmacia Lía,C. Francisco de Miranda # 1836,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:37:41.323Z,,
Feature,farmacias_smde.252,Point,-68.0576342,-16.5412051,geom,Farmacia Chaski,Av. Muñoz Reyes # 170 Esq. C. 35,CALACOTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:38:37.950Z,,
Feature,farmacias_smde.253,Point,-68.12131002,-16.4872009,geom,Farmacia Roca,C. Puerto Rico # 1425,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:38:57.943Z,,
Feature,farmacias_smde.254,,,,geom,Farmacia Isis,C. Constitución # 113,CHALLAPAMPA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 11,,,,,,
Feature,farmacias_smde.255,,,,geom,Farmacia Mocedades,C. Rodríguez # 335,SAN PEDRO BELEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.256,Point,-68.10517874,-16.52766608,geom,Farmacias Bolivia,C. 12 # 247,OBRAJES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 21,0,,gustavo.nao,2016-06-13T22:39:19.397Z,,
Feature,farmacias_smde.257,,,,geom,Farmacia Liz,Av. De las Américas # 488,VILLA FATIMA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,,,,,,
Feature,farmacias_smde.258,Point,-68.12052603,-16.50255552,geom,Hospimed S.R.L.,C. Villalobos # 1403,MIRAFLORES,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:39:34.950Z,,
Feature,farmacias_smde.259,,,,geom,Farmacia la Serena,C. Eusebio Guilarte # 437,MIRAFLORES ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.260,,,,geom,Farmacia Unicruz,C. Max Paredes # 647,ROSARIO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.261,Point,-68.12926368,-16.51251667,geom,Farmacia Avenida,Av. Ecuador # 2503,SOPOCACHI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,0,,gustavo.nao,2016-06-13T22:39:52.003Z,,
Feature,farmacias_smde.262,Point,-68.13192421,-16.49699299,geom,P J M Farmacy Group,C. Loayza # 1399,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,0,,gustavo.nao,2016-06-13T22:40:09.430Z,,
Feature,farmacias_smde.263,Point,-68.12006156,-16.484749,geom,Farmacia Luz Del Señor,C. Eusebio Guilarte # 882,MIRAFLORES ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,0,,gustavo.nao,2016-06-13T22:40:33.680Z,,
Feature,farmacias_smde.264,Point,-68.08727705,-16.53022584,geom,Farmacia Gloria,C. General Centeno # 612 Esq. G. Jurado,IRPAVI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,0,,gustavo.nao,2016-06-13T22:42:28.313Z,,
Feature,farmacias_smde.265,,,,geom,Farmacia Gloria,C. 16 Esq. Iturri y G. Lanza # 330,ACHUMANI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.266,Point,-68.07756832,-16.54052835,geom,Farmacia Gloria,C. 21 # 8239,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:43:08.680Z,,
Feature,farmacias_smde.267,Point,-68.07330876,-16.54531864,geom,Farmacia Gloria,Av. Aguirre Achá # 26,LOS PINOS,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,0,,gustavo.nao,2016-06-13T22:43:32.813Z,,
